Name	HAF1608	HELF977	IMR90	Beas-2B	Mammary_Epithelial	MCF10A	MCF7	MDA-DB-231	ZR75-1	HeLa	Hep3B	HepG2	Huh7	MIHA	Fadu	A549	H1264	H460	H520	RVH6849	HK1	NP460	LNCaP	BicR	DKO1	DKS8	DLD1	DLD2	HCT116	SW480	143B	U2OS	HEK293	A2058	A375	SH-SY5Y	LCLB	HDMYZ	C8166	Jurkat	SUP-T1	THP-1
hsa-miR-7847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-3p	119.9483385	4.740222276	80.16932814	99.4189824	1540.382452	159.9510979	76.01991521	238.1142443	34.39666403	735.3473468	585.4828806	74.77566466	119.0145962	144.5987135	122.3051179	209.7290393	458.4505601	310.7122493	901.0727762	476.9581568	1322.422129	2534.265053	213.0961595	145.2754831	320.993378	370.5107834	407.7213645	1804.659949	149.8817005	2391.008044	0	2052.543325	914.4545794	5.376307399	12.81417845	45.54564233	339.1474098	1883.806821	187.1396609	13.90030677	897.6305097	758.2473218
hsa-miR-4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	1899.646943	951.4303282	163.9528473	85.88306461	1079.638365	530.8219416	236.8140698	41.39139682	168.8300136	245.3311828	112.0769151	773.0098782	67.76576878	270.4953852	42.3454857	298.2686562	161.383631	108.7032577	281.4497908	59.69392375	14.26646588	1407.401776	665.0847775	745.7623342	116.5027365	135.3286751	151.8607444	1364.729739	247.661667	683.89933	14.77221248	3342.260236	381.043148	33.91209282	130.5575722	36.51027199	486.3164386	38.3118328	281.3836078	23.31499052	20.33255968	9.938826173
hsa-miR-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1178-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.249629839	0	0	0	0	0	0	0	0	1.106371878	0	0	0	0	0	0
hsa-miR-1277-3p	7.438656653	0	5.585567944	0	79.32531366	3.566065805	4.229923435	20.01342264	0	2.8968091	4.760023419	1.264612898	2.31545907	8.210652501	0	2.012154014	1.092702378	0	4.709987126	0	7.13323294	12.10957551	7.917675922	16.71113686	1.025282796	0	1.250811222	55.97678304	0	37.43448964	0	58.98397866	1.917297962	5.789869507	2.31075349	0	0	3.070715531	0	6.71120679	1.459047084	0
hsa-miR-935	0	0	0	114.5885454	0	14.177286	4.459260044	3.411378859	5.510875516	9.900917976	0	1.178659336	4.476554202	1.824589445	5.91417398	33.23993835	95.7109803	64.81495679	51.22619558	4.298001583	0	3.363770976	0	0	2.822351659	1.388345265	4.122591937	16.55651329	4.996056684	25.43625578	477.6348703	93.6804367	111.8030791	0	114.5923663	18.99271725	0	331.4982377	1.686435987	4.444968858	0	0
hsa-miR-548x-5p	0	0	0	0	0	0	0	0	0	1.132786538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.879576126	0	1.982654745	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488	16.73697747	0	0	4.900935752	4.796194423	8.436789831	1.49273358	21.49168681	0	0	0	0	0	5.473768334	2.838803511	0	0	0	0	0	0	4.709279366	0	0	0	0	1.110159925	0	0	0	0	0	0	10.13227164	9.978253709	0	21.27094547	0	1.65867348	9.558478294	0	0
hsa-miR-584-5p	69.73740612	86.67835019	199.4376319	448.3189324	187.3498306	14.177286	13.05742033	361.9472969	36.5005242	58.47844455	6.058211625	157.5369249	2.161095132	15.50901028	147.6177825	19.33452694	341.6372906	18.11816123	99.7109404	85.22616362	65.38796861	29.60118459	4.512223913	8.689791166	115.7963068	87.78829518	103.0873876	31.5362158	534.5780652	55.19187576	34.46849579	95.16742776	1.314209314	933.616458	695.0116294	8.482184401	0	1656.411897	1.473237534	7.935856086	0	53.9124001
hsa-miR-6886-5p	0	0	0	26.83845769	2.296585546	0	1.127408326	11.14383761	3.237929682	4.460282431	1.730917607	4.045033985	0	0	0	1.53402419	2.745846571	1.074273597	1.593757527	5.517079425	5.548070064	2.691016781	0	0	1.041305427	1.097945514	0	0	0	0	0	0	1.280517143	0	2.52082199	0	0	1.933806867	1.593196295	3.872710314	2.525827693	0
hsa-miR-3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5096	0	0	3.121346792	9.568493611	6.159586725	2.087453154	3.90258502	8.642159776	3.381252758	10.52206883	6.058211625	5.690752691	2.624186946	14.1405682	24.83953072	4.119762799	9.674499759	8.843357274	5.324436067	9.947882665	5.944360783	8.073050342	1.617589705	7.352900218	4.880553903	4.81422211	6.887341369	0	0	0	0	0	12.94335564	77.33611412	109.1305853	2.335673965	8.69193457	4.249615029	8.411876802	18.13758931	8.040955192	3.132404792
hsa-miR-373-5p	0	0	0	0	0	1.130703792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.510817855	1.353961371	1.868984795	0	0	2.399646772	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4674	0	0	0	0	0	0	1.330291669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.400296146	0	0	0	1.22352555	0	0	0	0	0	0	0	0	2.205719241	0	2.429422706	0	1.380911394	2.126105631	0	0
hsa-miR-153-1-48-3p	5.57899249	0	0	7.468092574	1.323002832	90.02141727	1.204959488	1.478264172	1.084968461	2.924051348	0	5.615099132	0	10.49138931	5.91417398	2.07456971	60.93417306	1.513843014	14.48087456	7.093364603	1.981453594	6.727541951	41.88705972	32.9766434	0	1.252777121	1.456747376	1.57681079	24.26656104	533.2015127	54.16477911	406.4442227	9.569178333	0	0	145.6722973	0	8.725122041	78.89817048	1.669654161	65.38111591	6.290025299
hsa-miR-323b-5p	0	8.12609533	2.957065382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	1.24391258	3.894564616	4.234508139	1.234911504	0	0	3.032182276	2.105908716	3.532300365	0	0	0	0	0	0	1.114872389	1.081077435	1.642917206	0	0	6.239081607	0	0	0	0	0	0	2.969294418	0	1.413037066	4.560961549	2.781832801	0
hsa-miR-4701-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.060282307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0	0	0	0	42.06464471	2.609316443	4.044044083	246.8701168	405.45997	52.33313148	31.58924633	293.1399745	32.72515485	209.3716388	298.3109356	2.486383556	57.02877611	32.87187802	0	0	0	0	8.598766324	21.39025518	226.3294093	229.3803007	153.4426541	0	957.8154385	0	0	175.9606086	117.7410459	0	0	0	0	0	1.092692725	0	7.889309248	0
hsa-miR-4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	13.01764914	1.354349222	0	15.40294093	14.62205033	70.53852116	2.785214173	0	1.417590769	5.567824354	1.730917607	1.846064039	3.396006636	5.929915695	4.494772225	3.107506358	1.338281633	1.600709539	11.17324787	1.884798378	20.21082666	44.40177688	9.535265627	23.84122192	1.668984237	2.804071421	2.161298205	43.36229672	0	71.98940316	0	91.20211827	7.954703431	5.583088453	12.60410995	0	1.349679281	8.031703135	1.168916751	8.69250249	3.726454923	3.771845454
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.805190839	0	0
hsa-miR-516a-1-43-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-942-5p	26.96513037	8.12609533	5.421286534	32.67290501	6.172166505	2.087453154	6.934138488	5.230780917	32.52810406	27.72411557	5.625482223	24.8747561	33.03388273	61.57989375	63.16337811	18.8267543	124.4709249	35.99425073	66.24823829	30.52849772	15.05904732	30.94669298	18.47457715	29.41160087	61.84910844	82.67495202	82.68830592	11.03767553	40.68217585	16.7975274	0	57.4969876	24.38015586	14.88823587	16.70044568	2.089813548	148.0328236	87.74348995	32.25007737	27.31435962	54.46333424	42.65149496
hsa-miR-4646-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.180498302	0	1.00711466	1.087593655	0	0	0	0	0	1.123486588	0	0	0	0	0	0	0	0	0	0	0	0	1.271057133	2.244200818	0	0
hsa-miR-6817-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-2-3p	0	0	0	0	0	2.957225302	0	0	0	0	0	1.068184302	0	0	0	1.153379054	0	0	0	0	0	0	0	0	1.449830246	1.50995872	1.249629839	1.57681079	0	0	0	0	0	0	0	1.4136974	0	0	0	0	0	0
hsa-miR-449c-5p	0	0	0	17.26996408	7.104907019	38.26997449	5.393540658	35.81947802	1.988384817	10.90113178	13.84734086	9.827291669	8.026924776	0	253.5997803	19.0283912	34.72962972	67.77629944	40.46717973	41.13116348	5.151779345	13.4550839	2.213543806	12.03201854	14.78948282	18.82334368	16.02183309	7.884053949	47.81939969	3.839434835	0	7.434955294	52.03334209	117.6584196	145.4724357	2.520069279	23.26847081	24.10896274	765.0374738	40.64134559	11.82141186	11.24055078
hsa-miR-6814-3p	0	0	0	0	0	0	0	0	0	1.101134416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.861029484	1.575513744	0	0	0	0	0	0	0
hsa-miR-6862-1-44-3p	0	0	0	0	0	0	1.089668785	0	1.128412672	1.10445322	0	1.660515661	0	0	5.91417398	1.171080176	2.752601432	1.41981175	2.347711713	2.76219583	0	0	0	0	1.553659336	0	1.836211681	0	0	0	0	0	1.256180159	0	0	0	0	0	2.499814779	0	1.718611197	0
hsa-miR-193a-3p	651.8122892	33.18155593	14.12820127	107.1204529	40.82497382	182.1302877	88.24837947	12.39467652	23.9296965	90.20255069	10.38550564	2.851325862	9.724928093	2.280736806	2.129102633	92.27009947	153.0127187	26.83940364	88.32147893	40.81499524	367.7577871	2243.635241	27.83957018	34.31353435	1.875765752	3.088318317	2.691199473	66.22605317	0	24.47639707	4.924070828	80.29751717	35.28744157	129.6517207	350.8143936	3.872301574	1.835563822	511.2507212	5.167164914	10.27266987	15.16497124	34.88444041
hsa-miR-345-3p	0	0	2.135658331	90.55062247	1.193319734	0	1.905515497	20.12713527	1.037735001	1.195101818	3.029105812	1.741391982	1.080547566	0	0	1.353383819	2.388492355	1.565524813	3.250940411	1.841463887	0	0	3.150043109	0	1.077247217	1.29740461	0	1.57681079	0	0	0	0	2.255432653	7.237336883	8.717842714	0	0	0	1.380911394	13.18555843	1.987592481	0
hsa-miR-6792-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.110217209	0	0	0	0	0	0	0	0	0	0	0	1.57681079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	13.01764914	13.54349222	1.971376921	18.67023144	9.600787385	3.044202516	1.062394049	2.387965201	1.808224901	3.59711103	2.596376411	8.906023116	3.08727876	0	7.570142695	3.397204431	2.139112382	6.405737334	2.053490232	2.862671947	0	4.709279366	2.043271206	3.119412214	6.64772206	8.764126657	8.205651904	18.92172948	2.14116715	23.51653837	0	6.939291607	4.483523672	2.274591592	3.466130236	0	0	4.56453332	2.659613409	1.301535926	1.598487923	0
hsa-miR-6859-1-38-3p	0	0	0	0	0	0	1.034968393	0	1.082205482	0	0	1.027264038	0	0	0	0	1.430683245	0	1.034347065	0	0	0	0	0	0	0	1.156740874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-5p	0	0	0	0	38.42816135	0	5.73230869	16.26090589	7.164149986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1468-3p	0	0	0	0	0	1.565589866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4533	0	0	0	0	0	0	0	7.163895604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.374477886	0	0	0	0	0	0	3.497697231	0	0
hsa-miR-766-3p	2.789496245	6.771746108	13.14251281	75.38105942	9.292959385	12.52471892	1.054146358	13.41809018	1.039675512	17.13073425	5.625482223	30.97238573	3.396006636	10.49138931	11.35521404	16.91096165	80.28317523	29.67908865	29.39990487	5.294542263	15.85162875	22.20088844	6.640631418	17.37958233	4.448678288	7.055629626	5.669224592	4.730432369	16.41561482	9.598587088	0	26.27017537	135.6253746	12.40686323	43.06404232	4.302557305	443.9365091	10.61153134	50.57914033	68.28146491	195.0819207	49.85996784
hsa-miR-7976	12.08781706	1.354349222	2.135658331	70.48012367	34.87925235	18.52614674	2.194718589	17.51174481	3.667288327	20.00101732	0	5.01504374	0	2.736884167	115.4446761	15.81427684	14.56463268	8.754731557	6.827493823	15.40679224	13.07759372	20.18262585	8.854175225	6.907269902	35.33207057	42.16859358	47.99580211	0	22.83911627	2.879576126	0	5.452300549	15.11409462	0	1.365445244	6.146510435	4.426948042	0	15.33310542	1.678524486	14.95309377	2.904544744
hsa-miR-1323	0	0	1.149969871	0	0	779.8377075	1.562827175	0	0	1.645671771	0	1.948741371	0	1.824589445	0	1.418168884	0	0	3.458689963	9.923911339	0	0	0	0	1.870876816	2.214855735	2.701662536	0	0	0	0	0	1.499927351	683.6181639	2.835924738	0	0	0	0	1.412100715	0	0
hsa-miR-125a-5p	7703.658796	11230.94092	1011.809205	7928.080401	437.9025503	1770.856092	1961.987034	913.7946837	8416.289394	2708.158531	412.3911199	1799.393443	318.607168	304.2502899	2307.47412	5677.65779	10119.68382	3309.855656	1524.582781	79.27058739	0	954.6382029	414.3583733	384.8017781	119.1207103	53.59605453	152.289068	195.5245379	1176.92821	922.9041485	137.8739832	2423.299762	1048.792243	338.087023	592.4982018	1246.635247	2024.087024	907.1062015	4.468912725	9.529325866	498.2430521	922.763566
hsa-miR-7856-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1278	0	5.417396887	0	79.81523939	1.95085307	3.392111375	1.727864479	2.50167783	0	2.688036651	0	1.49593458	1.698003318	3.649178889	1.655968714	1.250825524	4.737166051	2.354491423	2.874227106	1.837074217	1.981453594	4.709279366	2.213543806	12.03201854	127.662618	114.1340433	143.3968147	8.672459344	9.278390984	2.399646772	0	8.426282666	3.296677151	51.28170134	12.0789387	0	1.781576651	0	1.191801618	17.53677742	5.863020591	3.214612104
hsa-miR-122-5p	13.94748122	10.15761916	0	31.50601555	1.150456522	3838.391464	1.711276494	11.93982601	1.130522746	1.097245457	228.0483947	102.930294	84755.37252	345.3035524	0	1.589092507	0	1.014724333	1.701447442	0	0	0	2.809497908	13.8145398	2.715305179	3.782922988	3.095032696	3.15362158	15.70189243	0	0	3.469645804	1.383503102	35.97990336	11.2386647	0	0	12.30667154	2.582466014	15.71427476	1.032002867	0
hsa-miR-3943	0	0	0	0	0	2.435362013	0	0	0	0	0	0	0	0	0	0	1.572667345	0	0	3.264566552	0	0	0	0	0	0	0	0	0	0	0	0	4.13465571	0	0	0	3.88707633	1.624869929	9.560250876	1.837134438	0	0
hsa-miR-95-5p	0	0	0	0	0	5.566541744	5.476693782	10.34784921	2.019672019	6.549021235	2.596376411	0	0	0	6.15074094	0	0	0	6.849236938	23.22779823	0	0	0	0	0	2.079050867	1.626882363	8.672459344	0	19.67710353	0	27.75716643	1.658165499	0	0	5.347464079	0	0	1.398979394	0	12.28002267	2.271718647
hsa-miR-32-3p	6.508824571	3.385873054	6.078412174	32.20614923	12.21814773	8.95865312	14.74319099	55.37805014	16.61025731	20.11079673	4.327294018	37.99805135	10.9598396	5.017620973	4.258205266	10.35314979	12.79874061	9.538857293	24.17847607	8.708447184	64.99167789	96.2038499	10.89744643	18.71647328	75.07213978	77.232821	92.20552212	64.64924238	11.41955813	42.71371254	0	56.50566023	46.0103734	3.515277915	14.70479494	1.4136974	11.8231905	120.9209295	5.85977376	4.570543088	44.72438121	4.60384063
hsa-miR-664b-5p	0	2.708698443	3.449909612	20.77063247	1.005016343	1.391635436	2.289692199	25.24420356	22.16971904	1.143655501	21.20374069	2.285811843	2.469823008	14.1405682	0	1.063221887	1.400377773	1.182118073	1.122245942	1.685072384	0	0	9.450129326	22.05870065	0	0	1.211779792	0	0	0	0	0	0	10.95939585	7.457431719	0	0	1.683098352	1.539776061	12.14673618	0	2.743022945
hsa-miR-509-1-34-3p	8.368488735	2.031523832	0	0	0	88.28187297	1.205159423	7.163895604	6.273354749	0	0	1.435797828	0	21.43892597	2.365669592	1.094993277	2.111148926	0	0	31.89205235	0	0	1.872998605	10.24949727	0	2.037358528	0	0	0	7.198940316	4.924070828	0	0	15.92214114	11.34369895	1.598092713	21.5948685	0	1.428566189	1.986869607	1.031287999	1.901905885
hsa-miR-29a-5p	601.6013568	103.6077155	176.7667973	61.61176374	142.0539546	64.88500221	6.725884304	311.2314646	1.87371554	16.65071675	4.760023419	3.693507939	43.22190264	67.50980945	8.752977491	27.3429024	23.02991587	8.916241678	54.74767757	1.596151112	1219.782833	487.0740373	3.831133511	7.13008506	15.05342799	14.164581	18.96621902	1166.051579	1.427444767	532.241654	4.924070828	322.1813961	6.226983363	12.61364428	36.76198735	0	15.764254	210.7076328	7.701975647	9.58698618	10.77948649	33.43341899
hsa-miR-6722-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31909347	0	0
hsa-miR-5580-3p	0	2.708698443	0	0	0	0	0	0	0	0	0	1.177922131	0	0	0	0	0	0	0	0	0	0	0	0	6.407088562	8.418402321	23.18628778	22.07535106	0	4.31936419	0	2.973982117	0	0	0	0	0	0	0	0	1.560745383	0
hsa-miR-8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	0	2.031523832	1.807095511	0	1.102899759	1.217681007	2.440944567	20.80941104	1.086997296	1.645979153	6.490941026	1.590373943	0	9.579094584	2.365669592	1.317415396	2.111148926	0	1.46250602	4.058388744	0	0	1.617589705	7.13008506	3.108501503	3.613778798	3.516818654	0	0	0	0	0	1.830517963	8.064461099	10.39839071	0	1.565627966	2.061366074	1.347217095	14.54392966	1.895379235	0
hsa-miR-6770-3-22-3p	0	0	0	4.900935752	0	0	1.008746398	0	2.798959238	2.927481792	0	8.160669712	0	0	2.365669592	1.268002423	5.471366017	2.072914918	2.002140684	5.353684051	0	0	0	0	1.445739412	1.763162023	2.296075608	0	0	0	0	0	2.100011659	0	0	3.749371366	1.619615137	0	1.652698178	0	4.746417187	1.216655461
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.001406111	0	0	0	0	0	0	0	0	0	1.548002806	0	0	0	0	0	0	0	0	0
hsa-miR-4466	0	42.66200048	3.778472433	15.63631883	5.586602738	0	3.901843601	4.775930402	7.597544264	2.361933738	0	2.234485196	1.389275442	0	0	2.166825106	14.75842594	3.240944266	2.131337723	5.977164365	15.85162875	0	0	0	2.412452822	1.951733518	2.732222825	34.68983738	0	0	0	0	4.206141162	3.928840022	13.44438394	0	30.71870044	30.65905141	1.898707156	10.18886834	4.437184331	1.740545368
hsa-miR-4436b-1-40-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.294584916	0	4.329843907	1.482095481	0	0	0	0	0	0	0	1.057793496	0	2.14116715	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6764-3p	0	0	0	0	0	0	0	14.21407858	0	1.347824499	0	1.272958365	0	0	1.892535674	1.031626282	1.465183998	0	0	3.414461009	5.944360783	4.036525171	0	0	1.193495631	1.264226111	1.816487726	0	0	0	0	0	1.148067583	0	0	0	0	0	1.539384155	0	2.971607068	0
hsa-miR-195-5p	1000.49932	27.08698443	2.628502562	102.2195171	8.171064527	1367.020884	32.39916997	17.51174481	74.23311445	39.43178414	24.2328465	8.880327402	10.03365597	9.122947223	32.88280733	49.93582446	37.93885974	13.36811386	80.41204578	41.7587356	9.510977253	45.07453107	107.6122835	295.2300845	16.93819956	27.50362819	24.66153726	57.55359383	9.992113368	59.51123995	24.62035414	196.7784834	110.0062793	17.98995168	20.27161017	61.46510435	19.75930468	49.70055635	27.4632956	16.12091781	13.10471926	22.83907121
hsa-miR-1199-5p	0	0	0	0	0	0	0	0	0	0	0	1.369754653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4315-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-5p	0	0	0	0	0	0	0	1.705689429	0	0	0	0	0	4.10532625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437038508	0	0	0	0	0	0	7.508693753	0	0
hsa-miR-6511a-2-20-3p	0	11.51196838	1.314251281	6.30120311	1.747336575	4.522815167	3.803884604	2.160539944	5.231696134	6.383093246	0	11.76846806	0	4.10532625	2.838803511	6.112664164	10.0385076	2.924297051	10.60546031	12.39174307	0	0	0	0	5.275057697	5.488344499	7.518532943	9.460864739	0	0	0	5.452300549	16.32516018	4.34240213	11.0285962	4.609882827	0	3.726925849	3.986402397	4.591148305	16.151931	2.470725923
hsa-miR-509-1-38-5p	0	0	0	0	0	25.83223278	1.084939748	0	0	0	0	0	0	0	0	0	0	0	0	1.75158154	0	0	0	0	2.952283844	24.06031633	3.977406452	0	4387.251491	1.439788063	0	0	0	53.96985504	31.40524062	0	1.133730596	0	0	2.097473058	0	0
hsa-miR-19b-2-5p	0	0	0	0	1.067989229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377744313	7.400296146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-5p	99.49203273	455.7385131	7.228382045	22.40427772	3.26771943	22.09221255	2.401899828	3.183953602	3.17285312	22.13149515	0	4.514051818	1.080547566	3.193031528	5.677607021	14.11091952	18.13827933	10.44868539	13.02609766	3.89598688	7.925814377	4.709279366	1.362180804	4.901933479	122.6706072	250.0628765	208.9611867	23.65216185	7.137223834	16.7975274	0	39.15743121	7.230920612	20.47132433	9.243013962	37.37078345	77.63355225	47.55974364	2.967489013	6.471011856	4.098882165	2.746208813
hsa-miR-150-5p	2.789496245	5.417396887	0	4.434179966	0	330.4264388	1.020882553	0	0	1.358044707	0	1.275688108	0	0	0	1.438957062	3.869799904	0	1.131101234	2.585554696	0	3.363770976	0	0	0	0	0	0	4.2823343	150.2178879	0	0	1.059503379	0	2.730890489	0	11.71521616	0	1.722092031	19.17486205	178.6673961	0
hsa-miR-202-5p	4.649160408	1.354349222	0	0	1.222542482	1713.886017	0	3.183953602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.200432216	0	0	0	0	0	1.228650641	0	0	0	0	1.683098352	0	0	0	0
hsa-miR-6754-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.652382014	0	0	0	0	0	0	1.255425301	1.189066865	0	0	0	0	0	0	0	0	1.843953131	0	0	0	0	0	0
hsa-miR-375	4.649160408	6.094571497	0	7.468092574	5.270616075	174.9111789	1278.016808	10.91641235	4598.890929	6.122861581	2219.901831	16.28950567	292.0565707	27.82498903	76.41112783	189.5820177	29.60154025	124.0857584	1224.34681	575.5404824	0	0	849.4900038	104.5003092	1804.871494	1754.141014	1664.207571	447.8142643	33.54495202	258.681922	0	66.91459764	190.8516106	13.23398744	3.991301484	7805.822393	14.19862604	0	3.546099165	16.64811569	3.683278602	0
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302-11	0	2.708698443	0	0	0	1.217681007	0	0	0	0	0	0	0	0	0	0	0	0	0	1.044926185	0	0	1.277044504	0	0	0	1.109473315	0	0	0	0	0	0	0	0	0	0	0	0	0	1.036476764	0
hsa-miR-130b-5p	131.1063235	264.7752728	16.09957819	2326.777593	14.49197805	9.654470838	6.493365928	162.6090589	25.4314881	222.6651595	10.81823504	153.1239585	11.42293141	36.03564153	133.660332	108.3820852	1094.015829	106.2929109	287.7178569	1096.462092	31.70325751	35.65597234	17.96375935	56.59505016	568.546817	306.048949	604.9730779	178.9680246	163.4424258	80.14820218	0	342.9992709	90.61018154	42.80367814	27.72904189	184.8870339	322.4113867	175.1441646	303.1859985	22.63377775	639.3493518	93.33228686
hsa-miR-3662	0	0	5.585567944	19.13698722	3.632648585	0	2.198136819	10.00671132	2.918204982	5.404108406	34.18562274	4.58862048	29.02042034	52.00079917	13.48431668	2.77114313	16.52010569	9.355800223	6.288889578	4.796903603	2.377744313	0	8.769038924	18.49365812	12.74424054	9.59407928	10.65842534	0	2.854889534	4.31936419	0	0	4.719924629	14.06111166	8.927911213	0	4.75087107	12.50048932	1.274248202	9.918624281	8.372529442	2.741101309
hsa-miR-548o-2-49-3p	0	6.094571497	3.614191022	77.71483835	23.99467787	4.870724026	2.768420479	17.17060692	14.69646096	47.62401975	4.760023419	62.19449526	18.6780365	115.4052824	26.02236551	36.63543636	208.9423195	50.39742281	39.71735961	57.85915199	70.93603868	119.7502467	5.789268416	9.581051799	215.3293088	216.7861399	225.5131468	23.65216185	15.70189243	13.91795128	0	29.73982117	61.77849505	3.308496861	12.9192127	17.45608964	14.79248492	6.537460407	34.90372811	2.079181977	132.8354295	13.17312326
hsa-miR-6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
